,Location,FIPS,Category,"% Change in Mortality Rate, 1980-201",1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,Premium
580,Nebraska,31,Cardiovascular diseases,-50.53,460.42,430.45,374.16,353.33,317.75,268.83,231.8,227.75,173.77,138.37,Decrease
581,Nebraska,31,"Diarrhea, lower respiratory, and other common infectious diseases",-33.48,38.19,39.64,37.48,36.81,33.07,29.0,25.51,25.41,23.0,20.74,Decrease
582,Nebraska,31,Maternal disorders,67.28,0.17,0.16,0.21,0.24,0.21,0.28,0.28,0.28,0.31,0.33,Increase
583,Nebraska,31,Other non-communicable diseases,-26.29,8.43,7.97,7.77,7.1,6.59,6.54,6.21,6.22,5.58,5.24,Decrease
584,Nebraska,31,Self-harm and interpersonal violence,-0.66,17.23,17.02,17.44,17.14,15.54,16.17,16.28,17.12,16.21,16.1,Decrease
585,Nebraska,31,Neoplasms,-10.63,216.37,218.65,216.94,220.69,211.25,201.87,192.1,193.36,190.24,186.09,Decrease
586,Nebraska,31,Transport injuries,-37.44,24.07,21.35,20.63,19.59,18.74,18.31,15.59,15.06,13.83,12.64,Decrease
587,Nebraska,31,Neglected tropical diseases and malaria,134.49,0.05,0.05,0.05,0.04,0.06,0.12,0.12,0.13,0.14,0.15,Increase
588,Nevada,32,Neonatal disorders,-60.8,6.76,5.07,4.37,3.32,3.44,3.61,2.95,2.65,1.8,1.3,Decrease
589,Nevada,32,HIV/AIDS and tuberculosis,94.62,1.28,2.03,8.35,13.44,4.99,4.47,2.71,2.5,4.53,4.44,Decrease
590,Nevada,32,Musculoskeletal disorders,6.7,2.32,2.37,2.5,2.68,2.96,2.78,2.46,2.47,2.71,2.74,Increase
591,Nevada,32,"Diabetes, urogenital, blood, and endocrine diseases",7.2,42.61,44.04,45.21,50.86,52.4,52.35,49.15,45.67,51.53,52.37,Increase
592,Nevada,32,Digestive diseases,-29.22,21.28,20.45,19.18,18.35,17.48,16.24,15.06,15.06,13.59,12.64,Decrease
593,Nevada,32,Chronic respiratory diseases,-4.56,67.86,67.9,70.44,73.39,73.86,71.54,64.41,64.76,67.37,66.95,Decrease
594,Nevada,32,Neurological disorders,-4.62,85.73,82.07,80.85,80.2,84.04,94.54,85.79,81.78,86.3,86.72,Increase
595,Nevada,32,Cirrhosis and other chronic liver diseases,-17.72,28.12,25.72,23.7,22.2,22.4,23.33,23.4,23.13,21.46,20.89,Decrease
596,Nevada,32,Mental and substance use disorders,150.47,7.1,7.44,9.87,8.91,12.42,17.16,20.49,17.8,21.52,23.49,Increase
597,Nevada,32,"Forces of nature, war, and legal intervention",-86.79,0.45,0.39,0.52,0.35,0.18,1.42,0.37,0.06,0.45,0.45,Decrease
598,Nevada,32,Unintentional injuries,-30.45,24.65,20.99,18.76,17.46,17.65,18.59,17.78,17.14,15.43,14.61,Decrease
599,Nevada,32,Nutritional deficiencies,-57.63,2.62,2.48,2.31,2.03,1.93,1.38,1.06,1.11,0.76,0.52,Decrease
600,Nevada,32,"Other communicable, maternal, neonatal, and nutritional diseases",-17.19,1.66,1.87,2.27,2.7,3.01,1.95,1.43,1.37,1.77,1.71,Decrease
601,Nevada,32,Cardiovascular diseases,-48.6,502.48,473.02,410.96,390.26,349.13,314.43,261.57,258.28,204.09,167.21,Decrease
602,Nevada,32,"Diarrhea, lower respiratory, and other common infectious diseases",-7.57,38.56,39.33,39.01,39.95,40.88,40.46,36.41,35.64,37.19,36.83,Decrease
603,Nevada,32,Maternal disorders,68.38,0.16,0.16,0.2,0.19,0.2,0.27,0.28,0.28,0.31,0.33,Increase
604,Nevada,32,Other non-communicable diseases,-44.46,10.07,9.31,8.74,7.54,6.67,6.3,5.69,5.59,4.4,3.71,Decrease
605,Nevada,32,Self-harm and interpersonal violence,-31.2,41.62,37.99,37.67,38.11,31.59,31.77,29.78,28.63,26.28,24.42,Decrease
606,Nevada,32,Neoplasms,-20.24,254.63,251.88,247.59,244.37,231.74,217.87,204.23,203.1,194.39,186.04,Decrease
607,Nevada,32,Transport injuries,-63.13,36.13,28.72,26.6,22.48,19.86,19.74,13.95,13.32,8.85,5.79,Decrease
608,Nevada,32,Neglected tropical diseases and malaria,37.47,0.04,0.04,0.03,0.02,0.03,0.06,0.06,0.06,0.06,0.06,Increase
609,New Hampshire,33,Neonatal disorders,-66.74,7.17,5.22,4.36,3.31,3.21,3.24,2.66,2.38,1.28,0.68,Decrease
610,New Hampshire,33,HIV/AIDS and tuberculosis,-28.68,0.75,0.97,3.49,5.37,1.54,1.2,0.68,0.53,1.08,0.92,Decrease
611,New Hampshire,33,Musculoskeletal disorders,7.4,2.64,2.71,2.82,3.16,3.49,3.27,2.86,2.83,3.17,3.22,Increase
612,New Hampshire,33,"Diabetes, urogenital, blood, and endocrine diseases",15.2,42.26,43.38,43.64,47.14,51.59,52.03,48.31,48.68,52.44,53.62,Increase
613,New Hampshire,33,Digestive diseases,-24.87,20.33,19.78,18.41,18.3,17.68,16.78,15.45,15.27,14.4,13.65,Decrease
614,New Hampshire,33,Chronic respiratory diseases,26.9,43.65,46.33,47.39,52.91,58.45,57.79,55.01,55.39,60.81,62.74,Increase
615,New Hampshire,33,Neurological disorders,-6.83,114.16,113.7,112.06,111.59,106.89,107.92,101.91,106.36,102.32,100.77,Decrease
616,New Hampshire,33,Cirrhosis and other chronic liver diseases,-30.53,19.02,17.19,15.25,14.23,13.46,13.56,13.24,13.21,11.35,10.56,Decrease
617,New Hampshire,33,Mental and substance use disorders,618.86,2.33,2.53,3.25,4.34,6.19,10.1,12.79,16.77,16.65,18.73,Increase
618,New Hampshire,33,"Forces of nature, war, and legal intervention",-66.04,0.15,0.17,0.14,0.14,0.15,1.18,0.22,0.05,0.42,0.45,Increase
619,New Hampshire,33,Unintentional injuries,7.14,18.93,18.0,16.92,16.94,17.44,18.69,19.7,20.29,19.64,19.92,Increase
620,New Hampshire,33,Nutritional deficiencies,-44.48,2.11,2.03,1.93,2.14,1.98,1.42,1.15,1.17,1.06,0.91,Decrease
621,New Hampshire,33,"Other communicable, maternal, neonatal, and nutritional diseases",-19.49,1.28,1.37,1.67,2.19,2.22,1.5,1.03,1.03,1.33,1.28,Decrease
622,New Hampshire,33,Cardiovascular diseases,-52.71,466.18,431.47,370.3,345.78,313.0,262.5,222.31,220.47,161.75,124.59,Decrease
623,New Hampshire,33,"Diarrhea, lower respiratory, and other common infectious diseases",-32.56,35.73,34.38,32.75,31.76,28.87,28.18,24.59,24.1,22.17,20.42,Decrease
624,New Hampshire,33,Maternal disorders,14.48,0.16,0.14,0.15,0.16,0.14,0.2,0.19,0.19,0.2,0.2,Increase
625,New Hampshire,33,Other non-communicable diseases,-39.96,7.76,7.27,6.79,6.1,5.54,5.13,4.71,4.66,3.85,3.37,Decrease
626,New Hampshire,33,Self-harm and interpersonal violence,1.05,16.81,16.61,16.81,16.46,14.59,15.4,15.76,16.99,15.69,15.58,Decrease
627,New Hampshire,33,Neoplasms,-21.28,243.49,242.01,232.72,231.95,220.56,206.73,191.37,191.67,182.28,173.88,Decrease
628,New Hampshire,33,Transport injuries,-54.42,21.55,18.55,16.96,15.18,14.1,13.22,10.66,9.82,7.83,6.24,Decrease
629,New Hampshire,33,Neglected tropical diseases and malaria,22.41,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,Increase
630,New Jersey,34,Neonatal disorders,-66.61,9.24,7.05,6.16,4.68,4.4,4.21,3.54,3.08,1.72,0.92,Decrease
631,New Jersey,34,HIV/AIDS and tuberculosis,46.26,2.79,6.08,19.59,25.65,10.52,8.04,5.14,4.08,7.8,7.26,Decrease
632,New Jersey,34,Musculoskeletal disorders,-11.71,2.84,2.81,2.87,3.06,3.24,2.97,2.56,2.5,2.69,2.65,Decrease
633,New Jersey,34,"Diabetes, urogenital, blood, and endocrine diseases",1.8,54.24,55.02,57.56,60.93,63.16,61.95,56.52,55.21,59.66,60.02,Increase
634,New Jersey,34,Digestive diseases,-38.87,20.87,19.7,18.17,17.28,15.87,14.53,13.2,12.76,11.1,9.9,Decrease
635,New Jersey,34,Chronic respiratory diseases,13.14,35.36,36.62,37.64,41.41,43.83,42.84,40.81,40.01,43.65,44.5,Increase
636,New Jersey,34,Neurological disorders,18.33,66.16,64.88,65.46,67.85,71.58,75.36,74.35,78.28,79.36,81.33,Increase
637,New Jersey,34,Cirrhosis and other chronic liver diseases,-42.98,23.88,21.73,18.02,15.99,14.73,14.64,14.38,13.62,10.7,9.27,Decrease
638,New Jersey,34,Mental and substance use disorders,197.91,4.18,4.78,4.75,6.93,8.66,10.44,11.52,12.44,13.87,15.19,Increase
639,New Jersey,34,"Forces of nature, war, and legal intervention",-77.98,0.16,0.15,0.14,0.11,0.11,0.66,0.15,0.04,0.23,0.24,Increase
640,New Jersey,34,Unintentional injuries,-33.21,22.12,19.63,17.22,16.27,15.46,15.52,14.94,14.78,12.67,11.71,Decrease
641,New Jersey,34,Nutritional deficiencies,-43.08,1.71,1.7,1.66,1.75,1.6,1.19,1.0,0.97,0.9,0.78,Decrease
642,New Jersey,34,"Other communicable, maternal, neonatal, and nutritional diseases",-41.92,2.17,2.26,2.36,2.69,2.98,1.83,1.28,1.26,1.43,1.28,Decrease
643,New Jersey,34,Cardiovascular diseases,-54.55,547.33,498.53,423.84,389.8,351.89,292.86,255.19,248.78,175.81,131.32,Decrease
644,New Jersey,34,"Diarrhea, lower respiratory, and other common infectious diseases",-16.51,37.52,39.8,41.09,40.45,39.47,34.95,31.47,31.33,31.42,30.18,Decrease
645,New Jersey,34,Maternal disorders,26.97,0.46,0.34,0.25,0.2,0.28,0.45,0.56,0.58,0.53,0.56,Increase
646,New Jersey,34,Other non-communicable diseases,-52.78,10.88,9.7,8.66,7.59,6.65,6.01,5.37,5.14,3.71,2.87,Decrease
647,New Jersey,34,Self-harm and interpersonal violence,-22.55,17.2,15.87,14.91,14.13,12.91,13.31,13.16,13.32,11.85,11.29,Decrease
648,New Jersey,34,Neoplasms,-28.97,264.12,258.4,249.67,244.1,224.7,206.75,191.21,187.6,173.69,161.55,Decrease
649,New Jersey,34,Transport injuries,-57.58,19.51,16.76,14.81,13.15,12.35,11.35,9.04,8.27,6.27,4.74,Decrease
650,New Jersey,34,Neglected tropical diseases and malaria,12.95,0.03,0.03,0.02,0.01,0.02,0.04,0.04,0.03,0.03,0.04,Increase
651,New Mexico,35,Neonatal disorders,-63.16,7.8,5.78,4.86,3.8,3.68,3.73,3.16,2.87,1.72,1.11,Decrease
652,New Mexico,35,HIV/AIDS and tuberculosis,-8.04,1.58,2.06,6.82,10.9,3.25,2.65,1.74,1.46,2.6,2.33,Decrease
653,New Mexico,35,Musculoskeletal disorders,16.75,3.6,3.73,3.97,4.44,4.87,4.63,4.15,4.2,4.67,4.77,Increase
654,New Mexico,35,"Diabetes, urogenital, blood, and endocrine diseases",31.59,46.75,47.63,50.03,55.72,59.96,63.18,61.1,61.52,67.22,69.78,Increase
655,New Mexico,35,Digestive diseases,-24.79,21.18,20.6,19.32,18.98,18.14,17.25,16.02,15.93,14.85,14.06,Decrease
656,New Mexico,35,Chronic respiratory diseases,4.49,53.43,54.02,54.24,59.62,61.86,60.06,56.71,55.83,59.65,60.24,Increase
657,New Mexico,35,Neurological disorders,-12.97,104.54,100.78,94.11,94.56,98.0,93.36,88.48,90.98,87.29,85.44,Decrease
658,New Mexico,35,Cirrhosis and other chronic liver diseases,33.96,23.76,24.07,23.24,23.56,24.76,27.19,29.72,31.82,31.25,32.41,Increase
659,New Mexico,35,Mental and substance use disorders,119.92,12.33,10.85,13.16,14.81,18.46,23.38,26.18,27.11,29.77,32.32,Increase
660,New Mexico,35,"Forces of nature, war, and legal intervention",-74.71,0.48,0.47,0.41,0.43,0.41,1.94,0.55,0.12,0.73,0.76,Increase
661,New Mexico,35,Unintentional injuries,-10.88,31.27,28.82,26.43,26.36,26.3,27.66,27.21,27.87,26.23,25.89,Decrease
662,New Mexico,35,Nutritional deficiencies,-61.41,3.06,2.91,2.57,2.51,2.29,1.57,1.26,1.18,0.85,0.56,Decrease
663,New Mexico,35,"Other communicable, maternal, neonatal, and nutritional diseases",-14.36,1.83,2.1,2.59,3.28,3.47,2.26,1.55,1.57,2.04,1.98,Decrease
664,New Mexico,35,Cardiovascular diseases,-41.49,377.96,354.87,315.1,304.54,277.44,247.26,220.51,221.15,182.71,158.9,Decrease
665,New Mexico,35,"Diarrhea, lower respiratory, and other common infectious diseases",-30.15,39.3,38.23,36.67,36.78,33.01,30.04,27.18,27.45,24.91,22.98,Decrease
666,New Mexico,35,Maternal disorders,62.72,0.22,0.21,0.28,0.32,0.28,0.37,0.37,0.36,0.41,0.43,Increase
667,New Mexico,35,Other non-communicable diseases,-28.12,9.7,9.23,8.96,8.09,7.49,7.34,6.92,6.97,6.15,5.72,Decrease
668,New Mexico,35,Self-harm and interpersonal violence,-12.61,34.28,32.62,31.94,31.98,28.44,29.17,28.82,29.96,27.63,26.9,Decrease
669,New Mexico,35,Neoplasms,-17.43,204.59,201.15,196.9,198.84,187.11,177.63,167.33,168.93,161.65,155.84,Decrease
670,New Mexico,35,Transport injuries,-50.5,41.45,35.67,32.4,29.93,27.38,26.4,21.11,20.52,16.51,13.65,Decrease
671,New Mexico,35,Neglected tropical diseases and malaria,82.7,0.06,0.06,0.05,0.04,0.06,0.11,0.11,0.11,0.12,0.13,Increase
672,New York,36,Neonatal disorders,-68.6,9.88,7.56,6.86,5.23,4.54,4.33,3.62,3.1,1.6,0.7,Decrease
673,New York,36,HIV/AIDS and tuberculosis,74.36,2.79,9.42,28.4,36.53,13.54,10.26,6.57,4.87,9.92,9.0,Decrease
674,New York,36,Musculoskeletal disorders,-17.94,2.28,2.23,2.27,2.39,2.49,2.25,1.93,1.87,1.98,1.93,Decrease
675,New York,36,"Diabetes, urogenital, blood, and endocrine diseases",3.42,44.08,45.54,45.86,46.5,50.25,49.18,45.6,45.59,47.89,48.18,Increase
676,New York,36,Digestive diseases,-36.83,19.49,18.51,17.29,16.34,15.18,14.0,12.71,12.31,10.89,9.82,Decrease
677,New York,36,Chronic respiratory diseases,9.87,35.28,36.28,38.13,41.33,43.06,41.64,39.4,38.76,42.03,42.65,Increase
678,New York,36,Neurological disorders,24.35,49.97,49.62,48.05,49.13,51.65,52.48,56.47,62.15,59.69,61.3,Increase
679,New York,36,Cirrhosis and other chronic liver diseases,-56.4,26.07,22.95,17.69,14.81,12.92,12.65,12.13,11.36,7.0,4.92,Decrease
680,New York,36,Mental and substance use disorders,52.97,7.38,7.5,6.48,7.96,7.74,9.05,10.06,11.3,10.99,11.56,Increase
681,New York,36,"Forces of nature, war, and legal intervention",-80.78,0.15,0.14,0.15,0.11,0.11,0.56,0.12,0.03,0.19,0.19,Increase
682,New York,36,Unintentional injuries,-34.52,20.37,19.43,16.27,14.89,13.95,13.9,13.47,13.34,11.04,10.0,Decrease
683,New York,36,Nutritional deficiencies,-32.11,0.86,0.84,0.81,0.91,0.89,0.68,0.59,0.58,0.58,0.53,Decrease
684,New York,36,"Other communicable, maternal, neonatal, and nutritional diseases",-44.57,2.4,2.78,2.75,2.94,3.32,1.95,1.37,1.33,1.47,1.27,Decrease
685,New York,36,Cardiovascular diseases,-54.77,571.46,529.7,465.92,434.74,374.16,318.79,269.44,258.45,188.85,141.3,Decrease
686,New York,36,"Diarrhea, lower respiratory, and other common infectious diseases",-25.93,45.0,43.78,47.99,44.67,39.74,36.48,34.81,33.33,31.83,29.86,Decrease
687,New York,36,Maternal disorders,-7.76,0.56,0.41,0.28,0.2,0.28,0.44,0.54,0.52,0.45,0.46,Increase
688,New York,36,Other non-communicable diseases,-53.05,9.57,8.59,7.64,6.7,5.8,5.26,4.63,4.49,3.19,2.43,Decrease
689,New York,36,Self-harm and interpersonal violence,-47.69,24.82,20.71,21.68,17.13,14.39,14.07,13.57,12.98,9.7,7.98,Decrease
690,New York,36,Neoplasms,-31.02,256.79,246.36,240.09,233.42,210.93,194.51,179.55,177.13,161.05,148.54,Decrease
691,New York,36,Transport injuries,-57.37,18.59,15.89,14.72,12.39,11.34,10.66,8.64,7.92,5.87,4.39,Decrease
692,New York,36,Neglected tropical diseases and malaria,9.93,0.03,0.03,0.02,0.02,0.02,0.04,0.04,0.04,0.04,0.04,Increase
693,North Carolina,37,Neonatal disorders,-61.12,11.39,8.64,7.52,5.98,5.9,5.81,4.94,4.43,2.95,2.08,Decrease
694,North Carolina,37,HIV/AIDS and tuberculosis,111.16,1.46,2.35,8.94,15.45,5.99,5.11,3.5,3.08,5.53,5.48,Decrease
695,North Carolina,37,Musculoskeletal disorders,5.99,3.21,3.26,3.41,3.73,4.07,3.88,3.42,3.4,3.76,3.8,Increase
696,North Carolina,37,"Diabetes, urogenital, blood, and endocrine diseases",19.32,53.4,53.62,55.4,60.87,66.62,67.6,63.24,63.72,69.27,71.21,Increase
697,North Carolina,37,Digestive diseases,-24.15,21.01,20.33,19.27,18.83,18.19,17.39,16.17,15.93,15.03,14.29,Decrease
698,North Carolina,37,Chronic respiratory diseases,56.45,38.57,41.42,44.44,50.69,57.48,59.27,58.86,60.34,66.97,70.43,Increase
699,North Carolina,37,Neurological disorders,28.59,87.43,91.29,94.08,100.15,108.21,112.21,112.38,112.42,120.64,124.72,Increase
700,North Carolina,37,Cirrhosis and other chronic liver diseases,-3.35,17.98,16.94,15.86,15.16,15.27,16.5,17.21,17.38,16.49,16.48,Decrease
701,North Carolina,37,Mental and substance use disorders,65.13,7.65,6.63,6.8,6.96,8.36,11.35,12.2,12.63,13.24,14.16,Increase
702,North Carolina,37,"Forces of nature, war, and legal intervention",-86.53,0.31,0.29,0.23,0.19,0.18,0.98,0.17,0.04,0.29,0.28,Decrease
703,North Carolina,37,Unintentional injuries,-26.1,29.29,25.76,23.02,21.94,21.87,22.4,21.93,21.65,19.49,18.6,Decrease
704,North Carolina,37,Nutritional deficiencies,3.11,1.7,1.78,1.85,2.1,2.23,1.83,1.66,1.75,1.85,1.85,Decrease
705,North Carolina,37,"Other communicable, maternal, neonatal, and nutritional diseases",-9.91,1.54,1.72,2.11,2.6,2.88,1.93,1.37,1.38,1.77,1.74,Decrease
706,North Carolina,37,Cardiovascular diseases,-51.65,527.5,483.39,422.8,394.03,362.66,303.73,260.31,255.06,193.45,152.84,Decrease
707,North Carolina,37,"Diarrhea, lower respiratory, and other common infectious diseases",-13.28,40.4,41.25,40.53,42.24,41.02,37.2,34.69,35.03,34.67,33.7,Decrease
708,North Carolina,37,Maternal disorders,1.98,0.31,0.26,0.26,0.21,0.22,0.3,0.33,0.32,0.31,0.31,Increase
709,North Carolina,37,Other non-communicable diseases,-38.57,10.67,9.93,9.46,8.25,7.51,7.18,6.66,6.55,5.45,4.82,Decrease
710,North Carolina,37,Self-harm and interpersonal violence,-20.65,25.88,24.42,24.33,22.61,20.53,20.7,20.27,20.53,18.6,17.75,Decrease
711,North Carolina,37,Neoplasms,-12.3,229.1,228.89,228.25,230.38,220.93,210.62,199.95,200.93,196.98,192.16,Decrease
712,North Carolina,37,Transport injuries,-42.08,29.55,26.25,24.73,23.29,22.83,21.74,18.01,17.12,15.57,13.93,Decrease
713,North Carolina,37,Neglected tropical diseases and malaria,-18.97,0.05,0.04,0.03,0.02,0.03,0.05,0.04,0.04,0.04,0.04,Decrease
714,North Dakota,38,Neonatal disorders,-62.26,7.24,5.41,4.65,3.63,3.6,3.59,3.03,2.73,1.73,1.18,Decrease
715,North Dakota,38,HIV/AIDS and tuberculosis,-27.25,0.66,0.78,2.82,4.68,1.28,0.99,0.6,0.48,0.94,0.81,Decrease
716,North Dakota,38,Musculoskeletal disorders,31.29,2.64,2.83,3.08,3.53,4.02,3.91,3.46,3.47,4.01,4.15,Increase
717,North Dakota,38,"Diabetes, urogenital, blood, and endocrine diseases",47.96,37.41,39.3,41.96,47.24,53.5,56.27,54.25,55.35,61.53,64.5,Increase
718,North Dakota,38,Digestive diseases,-8.22,17.4,17.5,17.19,17.39,17.29,17.02,16.01,15.97,16.0,15.79,Decrease
719,North Dakota,38,Chronic respiratory diseases,54.3,31.51,33.91,36.2,41.1,46.27,47.67,47.56,48.62,53.8,56.51,Increase
720,North Dakota,38,Neurological disorders,13.83,85.18,86.43,86.83,90.56,95.09,96.42,95.86,96.95,100.39,102.33,Increase
721,North Dakota,38,Cirrhosis and other chronic liver diseases,7.92,13.65,13.17,12.58,12.38,12.6,13.78,14.49,14.73,14.39,14.6,Increase
722,North Dakota,38,Mental and substance use disorders,151.71,3.21,3.2,3.6,4.15,4.99,6.67,7.81,8.08,8.81,9.61,Increase
723,North Dakota,38,"Forces of nature, war, and legal intervention",-82.45,0.25,0.25,0.21,0.17,0.18,1.01,0.19,0.04,0.32,0.33,Increase
724,North Dakota,38,Unintentional injuries,-4.27,23.6,21.82,20.54,20.43,20.73,22.08,22.43,22.59,21.83,21.84,Increase
725,North Dakota,38,Nutritional deficiencies,-40.28,1.9,1.92,1.85,1.99,1.93,1.46,1.19,1.13,1.12,1.0,Decrease
726,North Dakota,38,"Other communicable, maternal, neonatal, and nutritional diseases",-19.67,1.17,1.34,1.79,2.35,2.27,1.49,0.98,0.94,1.31,1.25,Decrease
727,North Dakota,38,Cardiovascular diseases,-46.73,438.17,403.29,356.52,337.63,312.52,269.58,235.54,233.41,186.3,155.84,Decrease
728,North Dakota,38,"Diarrhea, lower respiratory, and other common infectious diseases",-28.44,34.4,34.05,33.5,33.5,30.41,27.32,24.27,24.62,22.81,21.16,Decrease
729,North Dakota,38,Maternal disorders,63.29,0.17,0.17,0.24,0.28,0.24,0.31,0.3,0.29,0.34,0.36,Increase
730,North Dakota,38,Other non-communicable diseases,-23.44,8.08,7.67,7.57,6.88,6.54,6.5,6.19,6.19,5.66,5.37,Decrease
731,North Dakota,38,Self-harm and interpersonal violence,28.13,14.43,14.87,15.59,16.07,14.79,16.25,17.12,18.49,18.11,18.59,Increase
732,North Dakota,38,Neoplasms,-15.16,211.96,209.96,208.34,209.84,200.45,190.56,180.0,179.83,175.43,170.23,Decrease
733,North Dakota,38,Transport injuries,-32.2,24.65,21.72,21.42,20.34,19.82,19.67,17.11,16.71,15.66,14.65,Decrease
734,North Dakota,38,Neglected tropical diseases and malaria,105.21,0.08,0.07,0.07,0.06,0.08,0.15,0.15,0.16,0.17,0.18,Increase
735,Ohio,39,Neonatal disorders,-59.35,9.73,7.28,6.45,5.19,5.02,5.04,4.31,3.95,2.67,1.96,Decrease
736,Ohio,39,HIV/AIDS and tuberculosis,50.71,0.9,1.4,5.74,9.98,3.06,2.52,1.56,1.36,2.64,2.49,Decrease
737,Ohio,39,Musculoskeletal disorders,12.47,2.78,2.88,3.06,3.41,3.73,3.55,3.15,3.12,3.51,3.57,Increase
738,Ohio,39,"Diabetes, urogenital, blood, and endocrine diseases",25.41,52.58,54.17,56.26,62.76,66.95,69.01,65.49,65.95,71.97,74.26,Increase
739,Ohio,39,Digestive diseases,-17.55,19.39,19.16,18.34,18.29,17.6,17.04,16.12,15.99,15.41,14.89,Decrease
740,Ohio,39,Chronic respiratory diseases,48.22,42.45,45.04,48.16,54.47,60.92,62.83,62.16,62.92,69.83,73.16,Increase
741,Ohio,39,Neurological disorders,23.7,88.56,89.4,92.1,95.19,101.52,105.8,106.36,109.56,113.52,116.84,Increase
742,Ohio,39,Cirrhosis and other chronic liver diseases,-7.16,17.07,15.74,14.75,14.22,14.12,15.18,15.77,15.85,14.95,14.87,Decrease
743,Ohio,39,Mental and substance use disorders,643.14,2.44,2.49,3.49,4.65,6.68,11.12,14.88,18.15,18.53,20.88,Increase
744,Ohio,39,"Forces of nature, war, and legal intervention",-82.4,0.23,0.24,0.29,0.15,0.16,0.82,0.2,0.04,0.27,0.27,Increase
745,Ohio,39,Unintentional injuries,-7.92,22.47,20.54,19.59,18.66,18.72,20.28,20.44,20.69,19.59,19.46,Decrease
746,Ohio,39,Nutritional deficiencies,-29.09,2.15,2.21,2.14,2.34,2.36,1.79,1.55,1.53,1.54,1.44,Decrease
747,Ohio,39,"Other communicable, maternal, neonatal, and nutritional diseases",-6.97,1.31,1.46,1.89,2.45,2.6,1.77,1.24,1.22,1.64,1.62,Decrease
748,Ohio,39,Cardiovascular diseases,-49.09,541.71,496.56,432.05,408.36,371.78,318.34,275.21,275.8,210.74,170.9,Decrease
749,Ohio,39,"Diarrhea, lower respiratory, and other common infectious diseases",-8.18,35.76,35.9,35.71,37.82,36.15,34.07,31.65,32.84,32.4,31.83,Decrease
750,Ohio,39,Maternal disorders,78.48,0.18,0.17,0.22,0.24,0.23,0.32,0.33,0.32,0.36,0.39,Increase
751,Ohio,39,Other non-communicable diseases,-31.14,9.37,8.84,8.55,7.68,7.07,6.86,6.5,6.45,5.64,5.19,Decrease
752,Ohio,39,Self-harm and interpersonal violence,-11.09,21.16,19.36,19.35,18.39,16.68,18.44,18.26,18.81,17.39,17.08,Decrease
753,Ohio,39,Neoplasms,-16.42,252.71,248.55,244.86,246.93,234.08,222.59,210.54,211.22,203.93,197.26,Decrease
754,Ohio,39,Transport injuries,-44.16,21.29,18.46,17.62,16.29,15.71,15.03,12.61,11.89,10.57,9.34,Decrease
755,Ohio,39,Neglected tropical diseases and malaria,13.74,0.03,0.02,0.02,0.02,0.02,0.04,0.03,0.03,0.03,0.03,Increase
756,Oklahoma,40,Neonatal disorders,-55.65,8.4,6.41,5.73,4.59,4.63,4.81,4.07,3.73,2.77,2.21,Decrease
757,Oklahoma,40,HIV/AIDS and tuberculosis,82.3,0.98,1.53,6.67,11.11,3.69,3.12,2.01,1.79,3.33,3.21,Decrease
758,Oklahoma,40,Musculoskeletal disorders,17.4,2.73,2.86,3.09,3.46,3.85,3.68,3.22,3.2,3.65,3.74,Increase
759,Oklahoma,40,"Diabetes, urogenital, blood, and endocrine diseases",49.94,44.68,46.52,50.16,56.5,64.53,67.83,64.84,66.99,74.3,77.98,Increase
760,Oklahoma,40,Digestive diseases,-6.27,19.24,19.35,19.24,19.64,19.44,19.08,18.05,18.03,18.17,17.98,Decrease
761,Oklahoma,40,Chronic respiratory diseases,99.7,38.8,43.1,48.63,57.21,66.78,72.15,74.54,77.49,87.06,93.11,Increase
762,Oklahoma,40,Neurological disorders,57.47,65.5,69.06,72.92,79.31,91.2,99.12,101.47,103.15,112.86,119.01,Increase
763,Oklahoma,40,Cirrhosis and other chronic liver diseases,42.08,16.07,16.13,16.07,16.52,17.38,20.12,21.77,22.83,23.1,24.16,Increase
764,Oklahoma,40,Mental and substance use disorders,321.28,4.43,3.68,4.51,5.96,8.42,13.38,17.77,18.67,20.27,22.65,Increase
765,Oklahoma,40,"Forces of nature, war, and legal intervention",-83.24,0.53,0.56,0.44,0.43,0.49,2.08,0.47,0.09,0.71,0.73,Increase
766,Oklahoma,40,Unintentional injuries,-4.62,26.86,24.41,23.15,23.55,23.71,24.88,25.53,25.62,24.84,24.86,Increase
767,Oklahoma,40,Nutritional deficiencies,-6.6,1.82,1.91,1.97,2.25,2.39,1.89,1.64,1.7,1.82,1.8,Decrease
768,Oklahoma,40,"Other communicable, maternal, neonatal, and nutritional diseases",-11.15,1.69,1.96,2.5,3.22,3.45,2.29,1.52,1.5,2.06,2.01,Decrease
769,Oklahoma,40,Cardiovascular diseases,-33.8,503.68,479.19,444.64,436.29,420.37,372.48,331.0,333.44,299.15,273.38,Decrease
770,Oklahoma,40,"Diarrhea, lower respiratory, and other common infectious diseases",-11.3,39.21,40.4,42.6,43.73,40.54,37.98,34.71,34.78,35.14,34.23,Decrease
771,Oklahoma,40,Maternal disorders,134.26,0.2,0.2,0.29,0.33,0.32,0.45,0.46,0.47,0.54,0.58,Increase
772,Oklahoma,40,Other non-communicable diseases,-20.2,9.86,9.46,9.39,8.64,8.3,8.27,7.83,7.87,7.32,7.01,Decrease
